DATAFLOW,LAST UPDATE,freq,age,unit,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2004,1.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2005,0.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2006,1.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2007,0.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2008,0.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2009,1.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2010,1.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2011,1.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2012,1.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2013,1.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2014,2.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2015,2.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2016,1.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2017,1.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2018,1.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2019,2.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,FX,2020,1.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2000,0.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2001,0.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2002,0.5,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2003,0.5,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2004,0.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2005,0.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2006,0.6,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2007,0.6,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2008,0.6,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2009,0.9,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2010,0.9,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2011,1.1,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2012,1.7,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2013,1.4,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2014,2.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2015,2.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2016,1.4,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2017,1.6,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2018,0.8,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2019,0.9,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HR,2020,1.2,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,1997,0.3,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,1998,0.4,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,1999,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2000,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2001,,bu
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2002,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2003,0.3,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2004,0.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2005,0.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2006,0.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2007,0.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2008,0.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2009,1.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2010,1.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2011,1.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2012,1.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2013,1.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2014,1.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2015,1.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2016,1.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2017,1.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2018,0.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2019,0.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,HU,2020,0.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,1993,0.8,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,1994,0.9,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,1995,1.0,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,1996,0.8,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,1997,,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,1998,0.7,bu
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,1999,0.7,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2000,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2001,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2002,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2003,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2004,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2005,0.7,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2006,0.7,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2007,0.7,bu
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2008,0.8,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2009,1.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2010,2.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2011,2.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2012,2.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2013,2.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2014,2.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2015,2.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2016,1.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2017,1.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2018,1.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2019,1.2,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IE,2020,1.3,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2003,,bu
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2004,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2005,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2006,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2007,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2009,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2010,2.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2011,2.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2012,2.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2013,1.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2014,1.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2015,1.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2016,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2017,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2018,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2019,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IS,2020,1.8,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,1993,0.3,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,1994,0.3,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,1995,0.4,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,1996,0.4,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,1997,0.4,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,1998,0.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,1999,0.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2000,0.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2001,0.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2002,0.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2003,0.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2004,0.5,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2005,0.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2006,0.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2007,0.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2008,0.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2009,0.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2010,0.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2011,0.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2012,0.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2013,0.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2014,0.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2015,0.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2016,1.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2017,1.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2018,1.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2019,1.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,IT,2020,1.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,1997,,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,1998,,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,1999,,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2000,1.4,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2001,1.7,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2002,1.6,bu
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2003,2.8,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2004,2.5,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2005,1.5,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2006,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2007,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2008,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2009,2.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2010,3.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2011,3.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2012,3.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2013,2.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2014,2.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2015,2.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2016,2.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2017,2.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2018,2.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2019,2.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LT,2020,3.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2003,,bu
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2004,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2005,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2006,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2008,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2009,,bu
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2011,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2012,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2013,1.0,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2014,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2015,,bu
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2016,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2017,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2018,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2019,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LU,2020,0.8,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,1997,1.0,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,1998,1.2,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,1999,1.4,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2000,1.3,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2001,,e
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2002,2.0,b
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2003,1.9,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2004,2.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2005,2.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2006,1.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2007,1.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2008,1.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2009,3.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2010,3.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2011,3.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2012,4.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2013,3.3,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2014,2.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2015,2.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2016,2.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2017,2.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2018,2.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2019,2.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,LV,2020,2.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,ME,2011,1.8,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,ME,2012,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,ME,2013,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,ME,2014,2.0,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,ME,2015,2.2,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,ME,2016,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,ME,2017,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,ME,2018,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,ME,2019,2.5,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,ME,2020,2.2,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2006,2.7,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2007,2.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2008,3.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2009,4.1,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2010,4.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2011,4.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2012,4.2,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2013,4.8,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2014,3.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2015,3.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2016,2.6,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2017,2.4,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2018,2.9,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2019,2.5,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MK,2020,2.0,
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MT,2007,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MT,2008,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MT,2009,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MT,2012,0.7,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MT,2013,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MT,2014,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MT,2015,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MT,2016,,u
ESTAT:UNE_RT_A_H(1.0),24/04/24 23:00:00,A,Y55-74,PC_POP,F,MT,2017,,u
